"photo","age_mean","age_sd","age_N","anxious.easily.upset_mean","anxious.easily.upset_sd","anxious.easily.upset_N","Asian_mean","Asian_sd","Asian_N","attractiveness_mean","attractiveness_sd","attractiveness_N","Black_mean","Black_sd","Black_N","calm.emotionally.stable_mean","calm.emotionally.stable_sd","calm.emotionally.stable_N","Poor_mean","Poor_sd","Poor_N","Working.class_mean","Working.class_sd","Working.class_N","Middle.class_mean","Middle.class_sd","Middle.class_N","Upper.Middle.class_mean","Upper.Middle.class_sd","Upper.Middle.class_N","Upper.class_mean","Upper.class_sd","Upper.class_N","competence_mean","competence_sd","competence_N","conventional.uncreative_mean","conventional.uncreative_sd","conventional.uncreative_N","critical.quarrelsome_mean","critical.quarrelsome_sd","critical.quarrelsome_N","dependable.self.disciplined_mean","dependable.self.disciplined_sd","dependable.self.disciplined_N","disorganized.careless_mean","disorganized.careless_sd","disorganized.careless_N","dominant_mean","dominant_sd","dominant_N","education_mean","education_sd","education_N","extraverted.enthusiastic_mean","extraverted.enthusiastic_sd","extraverted.enthusiastic_N","hard.working_mean","hard.working_sd","hard.working_N","honest.moral_mean","honest.moral_sd","honest.moral_N","income_mean","income_sd","income_N","Latino_mean","Latino_sd","Latino_N","liberal_mean","liberal_sd","liberal_N","Native.American_mean","Native.American_sd","Native.American_N","Not.sure_mean","Not.sure_sd","Not.sure_N","occupational.prestige_mean","occupational.prestige_sd","occupational.prestige_N","open.to.new.experience.complex_mean","open.to.new.experience.complex_sd","open.to.new.experience.complex_N","Other_mean","Other_sd","Other_N","reserved.quiet_mean","reserved.quiet_sd","reserved.quiet_N","ses.ladder_mean","ses.ladder_sd","ses.ladder_N","submissive_mean","submissive_sd","submissive_N","sympathetic_mean","sympathetic_sd","sympathetic_N","thermometer_mean","thermometer_sd","thermometer_N","warmth_mean","warmth_sd","warmth_N","White_mean","White_sd","White_N"
"BF7",25.6315789473684,3.86164222860616,19,40.4210526315789,20.7613845328123,19,0,0,11,60.3684210526316,20.3612118344764,19,1,0,11,64,13.1529464379659,19,0,0,19,0.105263157894737,0.315301767642306,19,0.736842105263158,0.452413928358864,19,0.157894736842105,0.374634324632678,19,0,0,19,66,16.8983891408488,19,34.4210526315789,13.4259938157859,19,45.9473684210526,20.8978299889155,19,68.7368421052632,12.2965311516124,19,41.7368421052632,19.1886601502703,19,59.8947368421053,16.6896332988212,19,16.4736842105263,1.83691834490484,19,70.4210526315789,16.9683227399819,19,72.3157894736842,15.8361493340709,19,70.8421052631579,12.9626092962058,19,56052.6315789474,23545.4022032388,19,0.181818181818182,0.404519917477945,11,77.1929842105263,15.4820500375935,19,0,0,11,0,0,11,56.9473684210526,16.105463821706,19,69.5789473684211,14.5423358565171,19,0,0,11,37.3684210526316,18.4698268244176,19,50.2923978947368,14.5194759425935,19,40.2105263157895,18.401627184598,19,66.2631578947368,16.4750387126949,19,NA,NA,NA,68.8947368421053,16.4482175219421,19,0.181818181818182,0.404519917477945,11
"BF70",62.5561224489796,7.57637492304482,98,42.52,20.4554801133258,25,0.166666666666667,0.389249472080761,12,36.08,24.3582976964045,25,0.583333333333333,0.514928650544437,12,62.64,14.7560157224096,25,0,0,25,0.4,0.5,25,0.44,0.506622805119022,25,0.16,0.374165738677394,25,0,0,25,62.3505154639175,17.5434230536649,97,48.88,20.3374039641248,25,48.44,18.7462885215536,25,66.08,17.9302351722819,25,34.96,16.5617028110035,25,52.8,19.8305320150519,25,14.44,4.50998891351187,25,49,16.9238490499847,25,70.88,16.0268524670317,25,68.32,15.7287422680052,25,61071.4285714286,23333.6401550765,98,0.166666666666667,0.389249472080761,12,59.1111112,22.3882704711947,25,0.0833333333333333,0.288675134594813,12,0.0833333333333333,0.288675134594813,12,48.44,19.5620380669636,25,46.16,19.0737166453386,25,0.166666666666667,0.389249472080761,12,57.88,23.0295462395593,25,46.666666,14.3443855250251,25,43.12,21.1153972257213,25,64.04,18.5842226991966,25,57.3015873015873,25.5397444354272,63,59.3298969072165,21.3769354140764,97,0,0,12
"BF70.WF3",61.0869565217391,10.0086918747396,23,40.9130434782609,16.3510162138412,23,0.0833333333333333,0.288675134594813,12,43.3181818181818,30.2062534737056,22,0.666666666666667,0.492365963917331,12,65.8695652173913,16.6003952522114,23,0.0434782608695652,0.208514414057075,23,0.130434782608696,0.344350221575091,23,0.347826086956522,0.486984753557674,23,0.434782608695652,0.506869801869702,23,0.0434782608695652,0.208514414057075,23,71.6521739130435,15.3226175536575,23,41.5217391304348,19.5607900129022,23,48.9565217391304,18.0617080156526,23,69.1304347826087,12.170397572598,23,30.6086956521739,14.0542427448239,23,61.2608695652174,17.6434829361602,23,16.8260869565217,3.88062991504593,23,60.4347826086956,20.7623481045432,23,73.4782608695652,17.6219634785101,23,70.9130434782609,14.8871910882484,23,83478.2608695652,36100.7045577398,23,0,0,12,62.8019339130435,20.2699792019797,23,0.0833333333333333,0.288675134594813,12,0.0833333333333333,0.288675134594813,12,64.0909090909091,19.9019240297661,22,57.6086956521739,20.5663872516536,23,0.333333333333333,0.492365963917331,12,45.8260869565217,17.4971482713172,23,63.2850247826087,22.3317474949175,23,41.0869565217391,17.6504263236647,23,67.3478260869565,15.2363461846759,23,NA,NA,NA,66.7391304347826,16.1392164710805,23,0.166666666666667,0.389249472080761,12
"BF71",28.9649122807018,4.69979069549418,57,37.9411764705882,11.9659443225101,17,0,0,7,62.6470588235294,21.2806871848355,17,1,0,7,65.0588235294118,15.8724233666259,17,0,0,17,0.0588235294117647,0.242535625036333,17,0.352941176470588,0.492592183071889,17,0.470588235294118,0.514495755427527,17,0.117647058823529,0.332105582077536,17,70.3684210526316,17.3067199778288,57,28.9411764705882,17.0494522941182,17,47,20.3131730657719,17,71.6470588235294,12.3386647194428,17,27.7647058823529,11.3991743767077,17,63.7058823529412,14.3036914198851,17,16.5294117647059,2.52778675571199,17,70.7647058823529,13.5763093832819,17,74.6470588235294,12.6488199868139,17,69,15.8705702481039,17,75000,24016.3634692206,57,0,0,7,77.1241841176471,20.9609386994464,17,0,0,7,0,0,7,64.8235294117647,14.2137050681624,17,72.2941176470588,12.4135244082933,17,0,0,7,34.7058823529412,8.69457234343899,17,64.7058841176471,13.741045060463,17,37.8235294117647,16.0165355731102,17,66.2352941176471,13.1791948339262,17,66.1764705882353,17.0586698622374,34,65.7543859649123,16.7324329007154,57,0,0,7
"BF72",61.7142857142857,10.3302606798805,21,37.1818181818182,16.9386466082078,22,0,0,10,40.2727272727273,21.1956460447756,22,1,0,10,63.5909090909091,14.2750501322082,22,0,0,22,0.409090909090909,0.503236279740196,22,0.409090909090909,0.503236279740196,22,0.136363636363636,0.351250086657104,22,0.0454545454545455,0.21320071635561,22,63.9545454545455,14.2008627260636,22,48.3181818181818,17.661867354319,22,42.4090909090909,17.1399257955528,22,71.0454545454545,14.0423755714021,22,33.3181818181818,15.9951967898591,22,54.6363636363636,15.7919372271195,22,16.5,2.85773803324704,22,59.2727272727273,15.156899476199,22,72.6363636363636,15.885139670071,22,70.3636363636364,18.6152662760472,22,63636.3636363636,21223.4045438733,22,0,0,10,68.6868709090909,14.4001616835443,22,0,0,10,0,0,10,51.4090909090909,20.2123467474453,22,46.3636363636364,18.0357989368379,22,0,0,10,48.1818181818182,17.7941573172779,22,46.4646468181818,15.9497929967243,22,45.0909090909091,16.0116299723762,22,67.7272727272727,17.2272812939019,22,NA,NA,NA,69.2272727272727,16.3238995638204,22,0,0,10
"BF73",24.4705882352941,3.42997170285018,17,50.2352941176471,18.1091462104261,17,0.0588235294117647,0.242535625036333,17,47.4117647058824,20.0438856747183,17,1,0,17,52.5882352941176,18.6583052001294,17,0,0,17,0.411764705882353,0.507299656195892,17,0.529411764705882,0.514495755427527,17,0.0588235294117647,0.242535625036333,17,0,0,17,60.4117647058824,15.2686722717195,17,39.7647058823529,18.89619476166,17,57.9411764705882,21.3526069492559,17,59.4117647058824,16.8710507361331,17,55.1176470588235,15.9565125925951,17,65.8823529411765,17.5388224837829,17,14.5294117647059,3.44814528150322,17,74.8235294117647,16.3792372155942,17,62,13.9866007306994,17,63.8823529411765,13.1428799780584,17,52058.8235294118,18629.5148495448,17,0,0,17,75.8169952941176,19.7340705457595,17,0,0,17,0,0,17,46.2352941176471,15.4334434417789,17,68.2352941176471,12.833206009045,17,0,0,17,29.1764705882353,16.3142395398837,17,45.0980382352941,11.4332419035396,17,39.4705882352941,20.8120086940774,17,59.2352941176471,14.3201318593995,17,NA,NA,NA,63.8235294117647,16.394493336627,17,0,0,17
"BF74",23.6818181818182,5.6263526512159,22,46.2727272727273,16.6080353993734,22,0,0,19,72.1363636363636,19.072032514717,22,0.736842105263158,0.452413928358864,19,61.9545454545455,14.5323195563651,22,0.0454545454545455,0.21320071635561,22,0.227272727272727,0.428932027228889,22,0.454545454545455,0.509647191437625,22,0.272727272727273,0.455842305838552,22,0,0,22,69.8181818181818,16.331787187178,22,29.1363636363636,23.102866147784,22,46.6363636363636,16.2584643290091,22,72.4545454545455,13.5531661130642,22,38,15.531841334436,22,63.6818181818182,13.6010726595066,22,15.2272727272727,3.03835510294661,22,69.1363636363636,13.2064034055109,22,71.4090909090909,15.3643343677092,22,72.1363636363636,12.2369287095425,22,52727.2727272727,40110.7773406906,22,0.210526315789474,0.418853908291695,19,81.3131331818182,14.2977328111895,22,0.0526315789473684,0.229415733870562,19,0.0526315789473684,0.229415733870562,19,50.6363636363636,20.427678362703,22,78.2727272727273,12.9805048628128,22,0.0526315789473684,0.229415733870562,19,43.3636363636364,20.7262094357786,22,56.5656577272727,19.6707458478441,22,41.2272727272727,20.9078062846479,22,65.4090909090909,13.3903273223945,22,NA,NA,NA,66.8181818181818,14.7894311157418,22,0.157894736842105,0.374634324632678,19
"BF75",26.1818181818182,4.5106895643926,22,42.8636363636364,17.9345249769038,22,0.05,0.223606797749979,20,63.6818181818182,21.1736277199376,22,0.9,0.307793505625546,20,61.6818181818182,15.6186285710865,22,0,0,22,0.181818181818182,0.394771016975861,22,0.590909090909091,0.503236279740196,22,0.181818181818182,0.394771016975861,22,0.0454545454545455,0.21320071635561,22,69.3636363636364,13.9405043788832,22,34.3181818181818,17.7425674945511,22,44,21.5318147776505,22,67.6363636363636,12.707498553237,22,38,20.2837021134844,22,55.0909090909091,15.0899180814751,22,17,2.07019667802706,22,65.4545454545455,18.9880345098026,22,73.5454545454545,12.1605422526624,22,70.2727272727273,14.1022855904445,22,70000,33202.1227089617,22,0.05,0.223606797749979,20,73.2323254545455,15.2035339687596,22,0,0,20,0.05,0.223606797749979,20,56.6818181818182,14.5320216652623,22,69.7727272727273,12.5163961730273,22,0,0,20,47.6818181818182,18.4297543162095,22,58.0808095454545,16.0583240405199,22,51.8181818181818,16.2938386357904,22,72.4545454545455,11.4714024248596,22,NA,NA,NA,70.5,9.60034721594311,22,0.05,0.223606797749979,20
"BF76",46.6666666666667,10.5623909492171,66,44.3,16.2825741890594,10,0,0,21,26.2,21.7245380976341,10,0.952380952380952,0.218217890235992,21,57.6,17.2059421260344,10,0.2,0.421637021355784,10,0.5,0.52704627669473,10,0.3,0.483045891539648,10,0,0,10,0,0,10,59.8181818181818,15.0608091425385,66,41.7,20.0502147397755,10,61.2,14.6196215181288,10,58.4,16.965324111912,10,51.8,20.0210999808813,10,59.8,15.3897512794861,10,13.9,2.18326971917504,10,68.9,9.91575626073081,10,68,15.1437555888007,10,64.1,18.5139586978762,10,52000,19521.6226272306,65,0,0,21,61.111113,16.7692337414193,10,0,0,21,0,0,21,39.8,22.6558797862473,10,58.7,14.7350677712124,10,0.0476190476190476,0.218217890235992,21,35.7,16.4657894503186,10,35.555554,16.3969963457717,10,41,19.9888858007533,10,62.4,16.3856305612231,10,56.8,18.8917431483618,50,62.9848484848485,15.9716021297826,66,0,0,21
"BF77",37,6.03560862122217,15,38.2666666666667,15.3505079798062,15,0,0,9,46.8666666666667,19.082028443638,15,1,0,9,63.6,11.3565588349389,15,0,0,15,0,0,15,0.4,0.50709255283711,15,0.533333333333333,0.516397779494322,15,0.0666666666666667,0.258198889747161,15,67.1333333333333,9.57576305550832,15,32.6666666666667,19.9487438439713,15,47.7333333333333,16.6109545036945,15,69.2666666666667,7.76867948575438,15,32.2,16.2093447474862,15,65,14,15,17.2,1.08232553856433,15,58.4666666666667,18.0311899087057,15,69.2666666666667,9.01955547421163,15,69.9333333333333,7.41105994604075,15,92333.3333333333,31274.5141943922,15,0.222222222222222,0.440958551844098,9,74.0740766666667,11.6281792476772,15,0,0,9,0,0,9,61.5,8.94212158615272,14,66.5333333333333,8.4588640462169,15,0,0,9,49.4666666666667,15.3477158219841,15,61.481484,11.778877421961,15,39.3333333333333,14.1050480662911,15,64.4,6.76968030475379,15,NA,NA,NA,62.5333333333333,9.24172731741874,15,0,0,9
"BF78",59.8181818181818,6.03022689155527,11,36.1818181818182,22.3732795173983,11,0,0,14,44.8181818181818,16.302258627676,11,1,0,14,63.4545454545455,11.9361940028104,11,0.181818181818182,0.404519917477945,11,0.363636363636364,0.504524979109513,11,0.454545454545455,0.522232967867094,11,0,0,11,0,0,11,68.7272727272727,13.3573268964334,11,45.0909090909091,23.218331315814,11,43.4545454545455,20.1164789978944,11,65.6363636363636,13.640181283786,11,30.8181818181818,17.5260844561367,11,59.3636363636364,17.6650656793159,11,13.6363636363636,2.46059859679417,11,63,25.7060304208954,11,74,14.3108350559987,11,72,13.0919822792425,11,61363.6363636364,23354.9683248457,11,0,0,14,61.6161627272727,17.4721216839622,11,0,0,14,0,0,14,50.2727272727273,16.0504885227267,11,49.2727272727273,20.87625880799,11,0.0714285714285714,0.267261241912424,14,43.6363636363636,25.8776843139904,11,49.4949490909091,5.80259317392742,11,39.3636363636364,17.4428938383098,11,69.0909090909091,14.7136300446528,11,NA,NA,NA,68.3636363636364,13.7424359359811,11,0,0,14
"BF79",39.25,7.58721223333605,20,41.4,17.5571248095737,20,0,0,9,48.3,14.8964849262467,20,1,0,9,66.75,13.3569418182772,20,0,0,20,0.1,0.307793505625546,20,0.5,0.512989176042577,20,0.4,0.502624689950035,20,0,0,20,68.65,16.7277739419395,20,38.5,14.4386178081742,20,41.7,18.8570802003972,20,70.15,14.2284925413763,20,37.4,20.241697453264,20,58.5,13.6978676788531,20,17.5,2.41704473751685,20,64.25,16.0619688116141,20,73.8,12.0987167653607,20,70.05,14.1141026897512,20,96000,30244.6167458816,20,0,0,9,68.8888905,15.5472003960826,20,0.111111111111111,0.333333333333333,9,0,0,9,63.95,12.4709135275058,20,64.65,14.3610401323933,20,0.111111111111111,0.333333333333333,9,43.65,15.5301913093581,20,64.4444465,15.1234909041535,20,43.9,13.4512765976045,20,68,12.1221849689341,20,NA,NA,NA,68.7,11.1501711103226,20,0,0,9
"BF79.WF28",28.75,4.94043467084042,20,47.85,15.9019197781771,20,0,0,15,40.15,26.105605367027,20,1,0,15,57.45,14.1103731906335,20,0.1,0.307793505625546,20,0.35,0.489360484929593,20,0.35,0.489360484929593,20,0.2,0.410391340834062,20,0,0,20,61.35,17.5777221445065,20,38.85,21.6728668591568,20,44.35,18.5707041501279,20,60.4,14.3468316693048,20,49.1,16.2833463520571,20,54.8,14.6488727786206,20,15.3,3.29433325256377,20,64.15,13.6623763055989,20,68.25,16.1241074824396,20,68,11.697953037312,20,58000,27357.2851838697,20,0.0666666666666667,0.258198889747161,15,72.7777795,19.236566562472,20,0,0,15,0.0666666666666667,0.258198889747161,15,48,18.3188140273442,20,67.15,15.3186333044364,20,0,0,15,43.45,21.544262882677,20,44.444444,20.0713497932035,20,48,14.0675064187689,20,63.75,12.1649842624338,20,NA,NA,NA,64.95,14.2329306816788,20,0,0,15
"BF8",25.1428571428571,4.2581531362632,14,49.5,16.0898917145087,14,0,0,12,47.3571428571429,23.3850943415381,14,0.916666666666667,0.288675134594813,12,49.5,15.0728997771599,14,0.142857142857143,0.363136519601281,14,0.285714285714286,0.468807230938495,14,0.571428571428571,0.513552591013095,14,0,0,14,0,0,14,63.6428571428571,10.1117383642603,14,42.4285714285714,15.9021734639992,14,45.3571428571429,14.9748874034916,14,62.3571428571429,11.4395208537175,14,46.9285714285714,14.0573784935133,14,58.1428571428571,16.6403455162776,14,16.2142857142857,1.52812461375532,14,56.0714285714286,20.4543179030522,14,63.0714285714286,16.4759231594483,14,63.7857142857143,12.0011446340536,14,50000,21393.7445925744,14,0.0833333333333333,0.288675134594813,12,72.2222228571429,17.295819365424,14,0.0833333333333333,0.288675134594813,12,0,0,12,46.5,15.9939892555826,14,54.4285714285714,17.1854781528085,14,0.0833333333333333,0.288675134594813,12,46.2142857142857,16.0967200262785,14,49.2063492857143,14.9162209718256,14,43.9285714285714,15.2035637811781,14,60.9285714285714,18.5740277133019,14,NA,NA,NA,62.1428571428571,17.562447450158,14,0.166666666666667,0.389249472080761,12
"BF80",30.1875,5.15388203202208,16,44.25,16.71925038192,16,0,0,15,59.875,16.9031555239448,16,1,0,15,62.5,17.6823829464998,16,0,0,16,0.375,0.5,16,0.5,0.516397779494322,16,0.125,0.341565025531987,16,0,0,16,72.75,11.4163625263625,16,40.9375,17.2799257328651,16,27.6875,17.3232743248305,16,67.875,14.719035294475,16,33.875,14.5870947530114,16,41,19.5175135028347,16,16.625,3.72155881318568,16,48.5,22.4083317838105,16,77.3125,12.240472485434,16,69.375,11.4651646303051,16,68125,19906.0292373944,16,0.0666666666666667,0.258198889747161,15,75.00000125,18.369773773168,16,0,0,15,0,0,15,56.625,13.8702319134661,16,57.875,15.4698631754346,16,0,0,15,57.3125,20.1021350441522,16,52.083334375,15.5654758149468,16,56.5625,18.0294897321028,16,71.125,8.55472578948813,16,NA,NA,NA,71.75,9.53939201416946,16,0.2,0.414039335605413,15
"BF81",31.0769230769231,4.80384461415261,13,39.3076923076923,16.3420960272574,13,0,0,15,38.3076923076923,22.0846274415207,13,1,0,15,62.8461538461538,16.4511709504529,13,0,0,13,0.230769230769231,0.438529009653515,13,0.769230769230769,0.438529009653515,13,0,0,13,0,0,13,70.8461538461538,12.9540608423649,13,40.4615384615385,15.0975460733159,13,35.1538461538462,19.0037108387027,13,67,18.6234619051704,13,32.7692307692308,17.0448127307296,13,49.4615384615385,23.189851891921,13,16.3076923076923,1.49357598761135,13,64.3846153846154,19.6745964022072,13,74.8461538461538,12.1986758423893,13,75.3076923076923,14.8514006936754,13,64230.7692307692,9540.73587443029,13,0,0,15,68.37607,16.258050271752,13,0,0,15,0,0,15,57.6923076923077,7.40928038998632,13,62.6153846153846,16.7657312274098,13,0,0,15,52,22.553639765383,13,48.7179484615385,9.66354233657,13,47,23.43074902772,13,73.1538461538462,10.0236898881779,13,NA,NA,NA,72.6153846153846,12.47356178442,13,0,0,15
"BF82",30.9166666666667,4.98102459947811,12,43.5833333333333,14.0612836174261,12,0,0,16,61.8333333333333,17.0445050240584,12,0.9375,0.25,16,58.3333333333333,14.1699639656521,12,0,0,12,0,0,12,0.5,0.522232967867094,12,0.416666666666667,0.514928650544437,12,0.0833333333333333,0.288675134594813,12,65.9166666666667,12.7597259398706,12,32.75,13.4780967094427,12,47.3333333333333,14.137849478573,12,63.4166666666667,15.9000190584982,12,34.5833333333333,14.2283860538351,12,61.25,18.892639259294,12,17.5,4.75776876659255,12,68.1666666666667,14.1603372669987,12,69.9166666666667,18.118089069081,12,65.4166666666667,12.7454685946406,12,77500,31658.6911806652,12,0.1875,0.403112887414928,16,78.7037058333333,12.9388892936811,12,0,0,16,0.0625,0.25,16,60.4166666666667,15.9741742329374,12,64.5,16.6214538254849,12,0,0,16,33.75,13.7187661782882,12,61.1111141666667,8.86360121435409,12,37.5,22.113344387496,12,56.75,15.644487847162,12,NA,NA,NA,59.5,16.4067613556673,12,0.25,0.447213595499958,16
"BF83",56.46,8.37659222460407,75,40.5714285714286,24.0599069175074,14,0,0,15,55.0714285714286,25.6708882879908,14,1,0,15,68.8571428571429,18.2287057764866,14,0,0,14,0,0,14,0.214285714285714,0.42581531362632,14,0.714285714285714,0.468807230938495,14,0.0714285714285714,0.267261241912424,14,75.2,13.9555278207869,75,39.4285714285714,27.9056495126932,14,45.2857142857143,23.6852065853142,14,79.4285714285714,13.2648424022317,14,27.4285714285714,24.4531397566048,14,67.6428571428571,11.2428243293711,14,19.8571428571429,2.38124540321439,14,72.0714285714286,10.8589862518369,14,81.6428571428571,10.838727876371,14,71.9285714285714,15.9444433808545,14,92933.3333333333,31301.6420143224,75,0.0666666666666667,0.258198889747161,15,73.0158742857143,18.3426744915342,14,0,0,15,0,0,15,72.1428571428571,7.57381260414049,14,63.5,15.3209258607556,14,0,0,15,43,21.7750739643714,14,63.492065,15.9703994776691,14,35.7857142857143,16.3244911402779,14,69.9285714285714,15.9637294934692,14,70.3703703703704,16.2484208768826,54,71.3333333333333,15.8611656752137,75,0.0666666666666667,0.258198889747161,15
"BF84",30.96,4.41799147222453,75,40,27.1108834234519,9,0,0,14,61.4444444444444,26.41075117784,9,0.928571428571429,0.267261241912424,14,55.7777777777778,27.4808013792255,9,0,0,9,0.111111111111111,0.333333333333333,9,0.222222222222222,0.440958551844098,9,0.555555555555556,0.52704627669473,9,0.111111111111111,0.333333333333333,9,76.7866666666667,15.9655823514152,75,48.6666666666667,31.2049675532598,9,65.1111111111111,17.9544175932028,9,82.4444444444444,14.4837073216003,9,21.3333333333333,16.3783393541592,9,72.5555555555556,19.9944436726251,9,18,1.93649167310371,9,69.7777777777778,20.3763206797607,9,84.2222222222222,13.6361447793885,9,66,24.45914961727,9,85608.1081081081,25668.4965313501,74,0.0714285714285714,0.267261241912424,14,64.1975333333333,27.0902573611944,9,0,0,14,0.0714285714285714,0.267261241912424,14,70.6666666666667,15.1244834622542,9,46.5555555555556,33.7494855927876,9,0,0,14,38.2222222222222,22.2922507711636,9,67.9012366666667,15.1580611071964,9,38.6666666666667,20.573040611441,9,58.4444444444444,20.6827894099848,9,61.6071428571429,23.8767125584198,56,59.0933333333333,20.7085132861469,75,0,0,14
"BF84.BF49",30.6190476190476,4.36435780471985,21,42.5238095238095,18.2828308738528,21,0.0588235294117647,0.242535625036333,17,64.4285714285714,21.0940072735633,21,1,0,17,58.5238095238095,12.4523855048703,21,0,0,21,0.0476190476190476,0.218217890235992,21,0.333333333333333,0.483045891539648,21,0.571428571428571,0.50709255283711,21,0.0476190476190476,0.218217890235992,21,73.6666666666667,12.815355372885,21,34,20.7509035947835,21,53.1428571428571,19.1057209083712,21,71.5238095238095,12.5124699704697,21,27.7619047619048,19.7734791119438,21,70.2857142857143,13.5872839712095,21,17.6666666666667,1.82574185835055,21,63.3333333333333,19.4430793171589,21,75.7619047619048,11.7724456333625,21,63.5714285714286,16.1386846693633,21,76904.7619047619,35159.5005111062,21,0.0588235294117647,0.242535625036333,17,71.4285738095238,12.9440524703921,21,0,0,17,0,0,17,67.5714285714286,13.3213040974652,21,61.3333333333333,19.1293840291143,21,0,0,17,43.8571428571429,23.4952882814528,21,65.0793671428571,13.2803193024875,21,32.5714285714286,18.2196910746901,21,55.8571428571429,14.4335917715783,21,NA,NA,NA,54.6666666666667,18.8847381060298,21,0.0588235294117647,0.242535625036333,17
"BF85",45.8870967741936,8.06856852176898,62,43.8,21.6476839921092,10,0,0,13,67.7,13.4499070628759,10,0.769230769230769,0.438529009653515,13,64.1,11.1300394328941,10,0,0,10,0,0,10,0,0,10,0.6,0.516397779494322,10,0.4,0.516397779494322,10,72.9354838709677,15.6581000540619,62,37.6,21.8133496332457,10,55.5,20.1011331908317,10,72.9,15.8075228223077,10,30.7,17.4995238030449,10,72.4,15.6787187685162,10,18.1,2.96085573216033,10,61.8,18.8432127480073,10,75.1,14.9551180388373,10,66.4,12.1307689597797,10,104919.35483871,44486.9840559755,62,0.230769230769231,0.438529009653515,13,70.000002,15.7570731477587,10,0,0,13,0,0,13,78.6,10.8648260199805,10,49,21.5612821717283,10,0.0769230769230769,0.277350098112615,13,40.2,23.1411130050201,10,80.000002,13.6585830153162,10,33.9,21.697158032025,10,62.3,15.7130518996152,10,59.2105263157895,22.7063009408888,38,58.2258064516129,19.1691515798116,62,0.230769230769231,0.438529009653515,13
"BF85.BF43",41.0769230769231,7.51067616198811,13,48.8461538461538,17.525439385106,13,0,0,8,49.8461538461538,25.4127466502087,13,0.5,0.534522483824849,8,63.3846153846154,15.1906685256578,13,0,0,13,0.153846153846154,0.375533808099405,13,0.0769230769230769,0.277350098112615,13,0.615384615384615,0.506369683541833,13,0.153846153846154,0.375533808099405,13,73.3076923076923,13.1427078347945,13,47.5384615384615,19.8436193969052,13,54.9230769230769,11.9265917069207,13,66.0769230769231,17.5188543121477,13,33,14.2653426176871,13,66.4615384615385,17.9796893957941,13,17.9230769230769,3.27774156143979,13,63.3076923076923,16.8838414634852,13,70.4615384615385,12.4070906112552,13,60.5384615384615,11.4208536211571,13,89615.3846153846,39919.7913770819,13,0.375,0.517549169506766,8,52.9914538461538,19.8522579515276,13,0.125,0.353553390593274,8,0.125,0.353553390593274,8,67.8461538461538,17.0628551432937,13,57.8461538461538,21.9349270717052,13,0,0,8,39.2307692307692,18.8951221490003,13,69.2307707692308,16.4516053217862,13,32.9230769230769,19.2936152585147,13,57.3076923076923,16.7400946601496,13,NA,NA,NA,56,19.7399763593239,13,0.125,0.353553390593274,8
"BF85.WF3",36.3333333333333,8.79664438186246,15,39.3333333333333,19.226717521893,15,0,0,16,72.4666666666667,13.5428772352674,15,0.6875,0.478713553878169,16,63.0666666666667,16.5678978176242,15,0,0,15,0,0,15,0.466666666666667,0.516397779494322,15,0.333333333333333,0.487950036474267,15,0.2,0.414039335605413,15,72.4666666666667,14.446288038636,15,41.3333333333333,23.3533927381216,15,51.8666666666667,23.6940820419261,15,71.0666666666667,15.5722586060994,15,29.4,13.260036629986,15,71.4666666666667,12.2583305007928,15,18.2,2.42604911032615,15,74.4666666666667,13.463530988068,15,72.9333333333333,16.9135054517586,15,68.0666666666667,12.7417573729993,15,101666.666666667,47871.3553878169,15,0.375,0.5,16,64.444446,24.5596141585949,15,0,0,16,0.0625,0.25,16,72.6,16.2647735041979,15,63.7333333333333,14.8923118548113,15,0,0,16,33.8,15.6259856831954,15,67.4074093333333,18.0469051773025,15,33.6,13.2869431075344,15,67.6666666666667,16.4909787748448,15,NA,NA,NA,66.2666666666667,13.7605370880784,15,0.125,0.341565025531987,16
"BF85.WF72",44.1538461538462,8.20412654142367,13,42.9230769230769,23.7327535221598,13,0.142857142857143,0.363136519601281,14,47.8461538461538,21.4353530172554,13,0.142857142857143,0.363136519601281,14,57.4615384615385,17.139697511019,13,0,0,13,0.153846153846154,0.375533808099405,13,0.615384615384615,0.506369683541833,13,0.153846153846154,0.375533808099405,13,0.0769230769230769,0.277350098112615,13,62.9230769230769,15.8138206350307,13,43.6923076923077,18.0664727021474,13,53.9230769230769,19.6912058986643,13,62.8461538461538,15.0932995831823,13,41.0769230769231,22.4739165050715,13,55.1538461538462,19.4972055854429,13,16.4615384615385,1.33012434352235,13,58.9230769230769,16.8149811104143,13,62.9230769230769,17.4712217587549,13,62,16.1658075373095,13,85769.2307692308,32777.4156143979,13,0.642857142857143,0.497245158098847,14,51.2820523076923,17.8807582742153,13,0.0714285714285714,0.267261241912424,14,0.0714285714285714,0.267261241912424,14,55,21.7983179779236,13,56.6923076923077,18.7678120523083,13,0.214285714285714,0.42581531362632,14,42.6923076923077,23.921345472836,13,56.4102569230769,15.3568940801786,13,42.9230769230769,22.1677751795316,13,59,13.4288247189891,13,NA,NA,NA,60.6923076923077,12.2636632332038,13,0.428571428571429,0.513552591013095,14
