"photo","age_mean","age_sd","age_N","anxious.easily.upset_mean","anxious.easily.upset_sd","anxious.easily.upset_N","Asian_mean","Asian_sd","Asian_N","attractiveness_mean","attractiveness_sd","attractiveness_N","Black_mean","Black_sd","Black_N","calm.emotionally.stable_mean","calm.emotionally.stable_sd","calm.emotionally.stable_N","Poor_mean","Poor_sd","Poor_N","Working.class_mean","Working.class_sd","Working.class_N","Middle.class_mean","Middle.class_sd","Middle.class_N","Upper.Middle.class_mean","Upper.Middle.class_sd","Upper.Middle.class_N","Upper.class_mean","Upper.class_sd","Upper.class_N","competence_mean","competence_sd","competence_N","conventional.uncreative_mean","conventional.uncreative_sd","conventional.uncreative_N","critical.quarrelsome_mean","critical.quarrelsome_sd","critical.quarrelsome_N","dependable.self.disciplined_mean","dependable.self.disciplined_sd","dependable.self.disciplined_N","disorganized.careless_mean","disorganized.careless_sd","disorganized.careless_N","dominant_mean","dominant_sd","dominant_N","education_mean","education_sd","education_N","extraverted.enthusiastic_mean","extraverted.enthusiastic_sd","extraverted.enthusiastic_N","hard.working_mean","hard.working_sd","hard.working_N","honest.moral_mean","honest.moral_sd","honest.moral_N","income_mean","income_sd","income_N","Latino_mean","Latino_sd","Latino_N","liberal_mean","liberal_sd","liberal_N","Native.American_mean","Native.American_sd","Native.American_N","Not.sure_mean","Not.sure_sd","Not.sure_N","occupational.prestige_mean","occupational.prestige_sd","occupational.prestige_N","open.to.new.experience.complex_mean","open.to.new.experience.complex_sd","open.to.new.experience.complex_N","Other_mean","Other_sd","Other_N","reserved.quiet_mean","reserved.quiet_sd","reserved.quiet_N","ses.ladder_mean","ses.ladder_sd","ses.ladder_N","submissive_mean","submissive_sd","submissive_N","sympathetic_mean","sympathetic_sd","sympathetic_N","thermometer_mean","thermometer_sd","thermometer_N","warmth_mean","warmth_sd","warmth_N","White_mean","White_sd","White_N"
"WF15",49.1466666666667,6.74575608995947,75,47,11.6090150645621,14,0,0,8,27.1428571428571,23.0446294189111,14,0,0,8,50.9285714285714,8.88788532185837,14,0,0,14,0.214285714285714,0.42581531362632,14,0.571428571428571,0.513552591013095,14,0.214285714285714,0.42581531362632,14,0,0,14,54.9285714285714,11.3913886889938,14,49.5714285714286,13.6309279875655,14,45,14.3527000944073,14,56.7857142857143,12.6441142977128,14,45.4285714285714,17.7361616076148,14,47.6428571428571,16.7773067557943,14,16.0714285714286,1.6391501416323,14,60.2857142857143,12.2940171279715,14,59.5714285714286,10.507977084938,14,62.3571428571429,12.301389182697,14,49040.2876712329,19679.1498422396,73,0,0,8,42.0634907142857,16.9791646322891,14,0,0,8,0,0,8,46.2142857142857,12.4972524452905,14,51.5714285714286,15.5004430989484,14,0,0,8,47.4285714285714,14.6324943229065,14,51.5873014285714,13.5082168976988,14,48.7857142857143,14.0940717020617,14,60.9285714285714,12.946423834785,14,NA,NA,NA,58.7857142857143,13.8573977545379,14,1,0,8
"WF16",29.4496402877698,5.25346502769417,139,49.6315789473684,19.9644420750599,19,0,0,9,68.8421052631579,11.814600937892,19,0,0,9,51.6842105263158,21.2813236628295,19,0,0,19,0.0526315789473684,0.229415733870562,19,0.578947368421053,0.507257273501788,19,0.368421052631579,0.495594627783352,19,0,0,19,63.8311688311688,17.5247213337726,77,40.8947368421053,18.764312276358,19,49.9473684210526,20.4978960552067,19,55.7368421052632,17.7852688895525,19,37.6315789473684,15.6070159661743,19,52.0526315789474,19.9401150231011,19,16.7368421052632,0.933458638205125,19,61.1578947368421,20.8813131714957,19,55.6842105263158,19.1370862509275,19,49,19.8158185969358,19,67481.3211678832,23421.8015676742,137,0,0,9,48.5380115789474,24.3461921854259,19,0,0,9,0,0,9,57.1052631578947,13.2534890032864,19,61,17.4100864762675,19,0,0,9,37.4210526315789,19.2218503834501,19,60.8187157894737,12.4878117576754,19,50.6842105263158,17.3783154521149,19,55.6842105263158,19.8607727039423,19,55.6862745098039,24.515701251303,51,55.2727272727273,19.6198317791734,77,1,0,9
"WF18",32.9290780141844,6.45079772483431,141,58.8888888888889,19.1645778912982,18,0,0,7,29.4444444444444,20.2752303888331,18,0,0,7,51.5555555555556,14.3781788187444,18,0,0,18,0.166666666666667,0.383482494423685,18,0.722222222222222,0.460888598962477,18,0.111111111111111,0.323380833381777,18,0,0,18,57.1794871794872,17.0596688429846,78,58.8333333333333,17.9287806743958,18,63.5555555555556,11.6579799593251,18,55.8888888888889,14.4013434376956,18,47.9444444444444,19.3344320174633,18,49.2222222222222,21.7541221396167,18,15.5,2.99509402778846,18,51.9444444444444,12.6233780424502,18,56.4444444444444,16.6917458369389,18,56.0555555555556,15.5089053060121,18,52085.8992805755,19024.3730823959,139,0,0,7,45.6790111111111,11.9845540335422,18,0,0,7,0,0,7,51.6666666666667,11.4275209601259,18,43.2777777777778,19.4688455670186,18,0,0,7,46.5,21.144461102003,18,52.4691361111111,14.1603851738155,18,49.8888888888889,17.5327890767686,18,53.5,15.7638827704344,18,53.0434782608696,23.0814562622987,46,53.4230769230769,17.9837727942744,78,1,0,7
"WF19",31.12,5.51891097757324,75,57.5625,16.8877421028784,16,0,0,14,38.375,22.9488561806466,16,0,0,14,48.25,18.9014990587167,16,0.0625,0.25,16,0.25,0.447213595499958,16,0.5,0.516397779494322,16,0.1875,0.403112887414928,16,0,0,16,61.375,14.3892320851392,16,50.125,27.1756631320501,16,38.625,22.2946181846651,16,56.6875,23.8683018527363,16,47.25,20.7926268983343,16,39.8125,19.6849138513059,16,15.25,3.51188458428425,16,52.9375,19.4575392414697,16,65.1875,12.0897684014211,16,65.125,10.4809350727881,16,44728.9459459459,17099.5887380585,74,0.0714285714285714,0.267261241912424,14,58.333335,14.3443849440776,16,0.0714285714285714,0.267261241912424,14,0,0,14,47.5625,15.3578155998827,16,53.9375,18.1676222990242,16,0,0,14,60.1875,20.8589509164132,16,52.77777875,12.5051461670167,16,57.9375,23.2621831878839,16,58.5,16.2562808374691,16,NA,NA,NA,56.75,17.4871381306376,16,1,0,14
"WF2",53.8918918918919,6.10090396977583,74,42.2307692307692,19.2013621311694,13,0,0,13,29.1538461538462,17.7381235095775,13,0,0,13,51.6923076923077,14.59671547178,13,0,0,13,0.0769230769230769,0.277350098112615,13,0.846153846153846,0.375533808099405,13,0.0769230769230769,0.277350098112615,13,0,0,13,59.3846153846154,13.3450269235301,13,44.0769230769231,17.3659702601647,13,47.3076923076923,12.8542121201873,13,53.4615384615385,15.5864010418024,13,48.7692307692308,18.1160787062849,13,50.3846153846154,15.703176226157,13,15.5384615384615,1.9414506867883,13,69.8461538461538,14.2936241837993,13,62.6923076923077,14.7104532866066,13,60.5384615384615,16.9490185783493,13,51810.7826086957,23948.1712533236,69,0,0,13,54.7008561538462,16.6429101010568,13,0,0,13,0,0,13,48.9230769230769,16.4542878832112,13,51.0833333333333,20.6153443881596,12,0.0769230769230769,0.277350098112615,13,32.6923076923077,15.6491992094623,13,56.4102569230769,13.952847044449,13,39.3846153846154,14.0744358178132,13,55.7692307692308,18.15743119751,13,NA,NA,NA,64,19.1485421551268,13,1,0,13
"WF20",45.3815789473684,5.37888986133299,76,46.1333333333333,12.5576764608441,15,0,0,14,34.8666666666667,24.2630426388621,15,0,0,14,57.5333333333333,13.6949764860105,15,0,0,15,0.0666666666666667,0.258198889747161,15,0.866666666666667,0.351865775274498,15,0.0666666666666667,0.258198889747161,15,0,0,15,58.9333333333333,18.8886461235567,15,63.9333333333333,12.0087269853854,15,43.1333333333333,19.7696255715199,15,55.8666666666667,16.2957780100362,15,39.3333333333333,13.248539901582,15,51.4,16.0925892438547,15,16.7333333333333,1.62422142520509,15,68.1333333333333,13.3890502526007,15,66,14.8323969741913,15,69.8,13.1322938916681,15,55066.7702702703,18753.9877575281,74,0,0,14,41.4814793333333,11.4755083831346,15,0,0,14,0,0,14,50.2,16.8489084004191,15,44.2,20.4037811621838,15,0.0714285714285714,0.267261241912424,14,38.7333333333333,16.8669866335169,15,50.3703693333333,10.1719525796571,15,51.9333333333333,16.9641077684903,15,65.1333333333333,13.5376019540636,15,NA,NA,NA,68.3333333333333,11.2926440448555,15,0.928571428571429,0.267261241912424,14
"WF21",42.4320987654321,8.18831220643934,81,46.6,20.3635381063932,20,0,0,14,34.7,22.8337239049705,20,0,0,14,60.9,19.9391178604429,20,0,0,20,0.2,0.410391340834062,20,0.5,0.512989176042577,20,0.2,0.410391340834062,20,0.1,0.307793505625546,20,66.55,19.1269305871123,20,53.8,24.060450186102,20,40.6,22.8044317022626,20,69.7,19.7939384661062,20,31.4,15.2260165160612,20,42.25,20.8601231262451,20,18.4,2.23371298160944,20,37.2,16.4175772300685,20,69.4,15.6924386753286,20,65.25,19.9073511944444,20,65874.25,31869.8450813042,80,0,0,14,59.444446,25.5606410449795,20,0,0,14,0,0,14,57.05,17.4792358016741,20,39.8,23.13029455748,20,0,0,14,65.15,17.4273680713623,20,57.2222225,19.8352560946536,20,59.95,19.3539741600911,20,54.3,20.8101695787117,20,NA,NA,NA,57.55,19.5487918592913,20,1,0,14
"WF22",51.5746268656716,6.14502288447337,134,59.8421052631579,20.6888675322281,19,0,0,8,25.8947368421053,26.206222197626,19,0,0,8,50.7894736842105,21.7832222577337,19,0,0,19,0.421052631578947,0.507257273501788,19,0.421052631578947,0.507257273501788,19,0.105263157894737,0.315301767642306,19,0.0526315789473684,0.229415733870562,19,58.8219178082192,15.4644237469905,73,54.5263157894737,22.5175694885686,19,59.2105263157895,16.903579329599,19,53.1578947368421,15.7665720853214,19,50.7894736842105,19.222610955066,19,58.2631578947368,19.7676562575873,19,15.5263157894737,1.98237851113341,19,56.2105263157895,20.1785886175543,19,60.3684210526316,14.6863902467397,19,55.6315789473684,16.8100846924821,19,58834.1353383459,22961.5523650264,133,0.25,0.462910049886276,8,33.9181268421053,16.7584661869586,19,0,0,8,0,0,8,47.6842105263158,20.5373714416182,19,39.1578947368421,18.5000395131552,19,0,0,8,51.3684210526316,20.2023390458624,19,49.7076010526316,19.3758674286067,19,48.1578947368421,20.1391359129839,19,51.9473684210526,16.9622904775745,19,55.3191489361702,18.2793615897687,47,54.9041095890411,17.6997837271483,73,0.75,0.462910049886276,8
"WF23",23.4545454545455,3.75090176747726,22,42.9545454545455,20.6385613948796,22,0,0,18,58.1818181818182,19.3627929007607,22,0,0,18,64.8636363636364,17.9796060514749,22,0,0,22,0.136363636363636,0.351250086657104,22,0.409090909090909,0.503236279740196,22,0.454545454545455,0.509647191437625,22,0,0,22,73.0909090909091,12.9464431258315,22,42.2272727272727,17.4244814589288,22,34.5454545454545,18.0362789762013,22,68.8636363636364,14.206958236641,22,34.1818181818182,18.692082264797,22,42.7727272727273,15.5408273916583,22,16.2272727272727,1.79766563398251,22,65.6818181818182,19.751760291985,22,71.3636363636364,12.7561206767032,22,72.9090909090909,15.1151424891574,22,56818.1818181818,28391.2064918102,22,0,0,18,69.1919213636364,18.4438130524129,22,0,0,18,0,0,18,56.0909090909091,16.9056459740782,22,64.1363636363636,17.4473233164601,22,0,0,18,45.3181818181818,23.7534686462267,22,62.1212140909091,10.6569039894412,22,64.2727272727273,15.4092792643228,22,70.0909090909091,18.1735262477334,22,NA,NA,NA,71.8636363636364,13.4670513424978,22,1,0,18
"WF24",36.6666666666667,6.28059610593512,78,47.2941176470588,15.4181901737945,17,0,0,12,38.8235294117647,21.7147279919576,17,0,0,12,58.1176470588235,16.0774778531226,17,0,0,17,0.117647058823529,0.332105582077536,17,0.823529411764706,0.392952623996688,17,0.0588235294117647,0.242535625036333,17,0,0,17,63.1176470588235,7.31336407665084,17,49.4705882352941,19.1380434183422,17,43.0588235294118,13.4975487970747,17,63.8823529411765,9.49264421105348,17,37.7058823529412,14.1410957225844,17,44.7058823529412,16.8180138017334,17,17.3529411764706,2.62061959445157,17,64.2352941176471,14.2807974732011,17,64.5294117647059,10.9437062224071,17,65.5882352941177,8.79672398914371,17,55258.961038961,21118.4368119433,77,0,0,12,63.3986941176471,20.6994625051694,17,0,0,12,0.0833333333333333,0.288675134594813,12,58.6470588235294,12.3740715635083,17,54.6470588235294,16.5489470075538,17,0,0,12,43.2941176470588,15.8302112504949,17,57.5163423529412,11.2733279720645,17,60.9411764705882,16.6037292054951,17,63,12.6935022747861,17,NA,NA,NA,66.6470588235294,11.0053462943618,17,0.916666666666667,0.288675134594813,12
"WF25",46.5308641975309,5.93314086246291,81,49.5,18.8274715299354,20,0,0,14,26.75,24.8318026138384,20,0,0,14,46.2,15.5583790252949,20,0.05,0.223606797749979,20,0.25,0.444261658319319,20,0.45,0.51041778553404,20,0.25,0.444261658319319,20,0,0,20,53.25,17.4442721710866,20,54.7,19.8019137831091,20,54.2,16.8666597323334,20,49.45,16.1879584877155,20,43.4,16.4521635115424,20,44.6,13.8806946587887,20,14.75,3.22612689410105,20,47.95,16.8444118486315,20,49.85,16.7088851245457,20,52.05,18.9082967030488,20,57999.25,15943.0711965172,80,0.0714285714285714,0.267261241912424,14,39.9999975,22.0460863494372,20,0,0,14,0,0,14,50.4,12.6424514611435,20,39.25,19.6759939225978,20,0,0,14,51.85,17.729769791007,20,52.2222225,14.0082618572015,20,51.35,13.4761973396371,20,48.85,18.351179511783,20,NA,NA,NA,47.8,21.7148990811669,20,1,0,14
"WF26",29.1466666666667,5.77434524972858,75,42.8571428571429,19.2108028217184,14,0,0,9,55.4285714285714,25.5213765173562,14,0,0,9,56.3571428571429,14.5845394582342,14,0,0,14,0.214285714285714,0.42581531362632,14,0.428571428571429,0.513552591013095,14,0.357142857142857,0.497245158098847,14,0,0,14,64.7857142857143,15.5374414853955,14,37.6428571428571,19.8479107323557,14,44.9285714285714,19.4875277104033,14,61.2142857142857,14.6559442990448,14,44.6428571428571,20.4322789227737,14,49.6923076923077,14.5852929086381,13,16.6428571428571,1.44686094473747,14,55.7857142857143,25.6220415070504,14,66.7692307692308,17.0399229563685,13,60,19.2553688816712,14,43423.8493150685,21243.9533022348,73,0,0,9,69.8412714285714,17.1184202710507,14,0,0,9,0,0,9,52,14.6864668212715,14,67.2857142857143,13.4303248796753,14,0,0,9,49.6153846153846,23.9775536058848,13,52.3809521428571,15.9703999363935,14,45.4285714285714,23.2931627000592,14,65.4285714285714,16.51439598427,14,NA,NA,NA,60.5,17.9946573267649,14,1,0,9
"WF27",48.1942675159236,9.15599314753567,157,50.84,22.709542781248,25,0,0,10,34.32,23.9369310202178,25,0,0,10,58.44,18.5743550807738,25,0.08,0.276887462097269,25,0.24,0.435889894354067,25,0.56,0.506622805119022,25,0.12,0.33166247903554,25,0,0,25,59.65625,17.3064199374865,96,55.4,22.8691932520585,25,56.04,23.031644897112,25,61.32,18.4248925822287,25,41.8,23.0090561880897,25,57,20.8686367547092,25,14.44,3.94841740447993,25,54.68,22.1241195681696,25,61.44,19.4037797005291,25,61.52,19.8664709162616,25,59064.1290322581,22096.371362417,155,0.1,0.316227766016838,10,46.6666652,20.7869877241024,25,0.1,0.316227766016838,10,0,0,10,46.52,19.3651749282055,25,48.52,21.9888608163315,25,0.1,0.316227766016838,10,53.52,22.7451826401402,25,51.1111116,19.5104723752281,25,41.28,21.6150410594105,25,55.52,17.5881588954994,25,56.4285714285714,22.6778683805536,56,59.5789473684211,17.1331326068157,95,0.9,0.316227766016838,10
"WF27.BF16",57.2857142857143,7.55928946018454,14,40,17.9357828848452,14,0,0,10,26.2142857142857,14.0119650597325,14,0,0,10,64.7857142857143,17.4098936126674,14,0,0,14,0.0714285714285714,0.267261241912424,14,0.428571428571429,0.513552591013095,14,0.5,0.518874521662771,14,0,0,14,63.5,16.5331834153666,14,50.7142857142857,26.1575950771431,14,40.7857142857143,21.2609377151496,14,66.0714285714286,13.9530216507685,14,48,23.7713466820229,14,48.9285714285714,19.4242682694149,14,16,2.03809866146027,14,62.5714285714286,16.1088331512405,14,55.8571428571429,17.4481964809994,14,66,8.038369524685,14,78571.4285714286,31035.251137808,14,0,0,10,47.6190457142857,26.6625978072054,14,0.1,0.316227766016838,10,0,0,10,53.3571428571429,15.5692356556479,14,49.1428571428571,23.2969365528443,14,0.1,0.316227766016838,10,54.2857142857143,21.9559999559559,14,61.1111128571429,15.5616613779929,14,51.5714285714286,18.8178077923516,14,64.4285714285714,14.5956489075672,14,NA,NA,NA,60.9285714285714,16.6754738634747,14,0.9,0.316227766016838,10
"WF28",26.1578947368421,4.1534879304392,19,47.1578947368421,14.1510233548074,19,0,0,14,29.3888888888889,18.439531986178,18,0,0,14,57.1578947368421,16.3648103424348,19,0,0,19,0.210526315789474,0.418853908291695,19,0.736842105263158,0.452413928358864,19,0.0526315789473684,0.229415733870562,19,0,0,19,61.9473684210526,13.0446825446255,19,47.5789473684211,16.8137370737729,19,42.2105263157895,13.6893265290413,19,59.5789473684211,16.049630627365,19,47.6111111111111,13.962718801862,18,48.1052631578947,10.6348208825856,19,16.4210526315789,1.21636021134477,19,48.3684210526316,16.8034736035797,19,61,11.3137084989848,19,61.5789473684211,11.0318518112765,19,59736.8421052632,21697.0097920918,19,0,0,14,66.0818736842105,16.3440737429963,19,0.0714285714285714,0.267261241912424,14,0,0,14,52.9473684210526,11.0929090674605,19,59.4210526315789,16.948666907504,19,0,0,14,52.6842105263158,17.838948124131,19,55.5555578947368,10.475658505547,19,53.2631578947368,10.9587210591137,19,55.6315789473684,15.1555289739267,19,NA,NA,NA,56.6315789473684,14.6105385341304,19,1,0,14
"WF28.BF49",31.9285714285714,4.00891862868637,14,51.0666666666667,20.3872042035708,15,0,0,9,39,23.0589307148941,15,0,0,9,51,17.0670944886854,15,0,0,15,0.0666666666666667,0.258198889747161,15,0.6,0.50709255283711,15,0.333333333333333,0.487950036474267,15,0,0,15,63.4666666666667,16.0706772311146,15,30.3333333333333,22.1767789322418,15,49.8,27.8982846374878,15,65.8,17.3336996298293,15,45.4666666666667,26.848428170716,15,47.2,21.3514803769133,15,17.0666666666667,2.01659779496722,15,62.3333333333333,23.4266840122439,15,62.2,18.0126939366976,15,63.8,18.3738945245694,15,70333.3333333333,31365.73805619,15,0,0,9,66.666668,26.2265274243607,15,0,0,9,0,0,9,57,13.0602997121593,15,62.6,16.1236295098662,15,0,0,9,47.6,26.8109785615626,15,58.5185206666667,10.6794473640898,15,48.2,23.4039068777599,15,65.2,16.1696364478965,15,NA,NA,NA,57.6,22.1320711057183,15,1,0,9
"WF28.BF63",34.5384615384615,6.25320430679856,13,63.0769230769231,12.1000105954605,13,0,0,22,22.4615384615385,15.6504280272425,13,0,0,22,39.9230769230769,16.4289456877262,13,0.307692307692308,0.480384461415261,13,0.230769230769231,0.438529009653515,13,0.307692307692308,0.480384461415261,13,0.153846153846154,0.375533808099405,13,0,0,13,48.9230769230769,21.7464998657314,13,37.7692307692308,17.7442659571754,13,55.6153846153846,25.2769277587898,13,51.1538461538462,19.5825013462111,13,52.8461538461538,21.1220506968671,13,47.8461538461538,21.3613597953804,13,13.9230769230769,3.0403272428457,13,52.8461538461538,24.8322577636635,13,49.5384615384615,18.1687248892861,13,58.3846153846154,21.4768808316387,13,55769.2307692308,29850.0526134485,13,0.0454545454545455,0.21320071635561,22,66.6666684615385,23.1296223052506,13,0,0,22,0.0454545454545455,0.21320071635561,22,35.8461538461538,17.7756676098075,13,61.6923076923077,18.4588940413766,13,0,0,22,52.9230769230769,21.3559575546713,13,30.7692284615385,18.7872240270176,13,53.8461538461538,22.6746780713867,13,48.2307692307692,19.8962050240485,13,NA,NA,NA,50.3076923076923,20.7660966296213,13,0.909090909090909,0.29424494316825,22
"WF28.BF79",38.75,9.634778013448,20,51.15,17.5057133530742,20,0,0,13,40.45,26.7039815679038,20,0,0,13,57.4,12.0934954243572,20,0,0,20,0,0,20,0.45,0.51041778553404,20,0.55,0.51041778553404,20,0,0,20,65.35,11.5816324637901,20,51.75,17.8380875774578,20,50.55,18.7264940377896,20,57.65,18.3912879832874,20,39.35,17.4966914165598,20,56.45,17.7362993826072,20,17.95,1.66938375014948,20,45.85,18.3167309195431,20,67.05,13.1248057629738,20,63.55,12.0589560515258,20,79000,22100.2500581233,20,0,0,13,51.666667,19.8352562862907,20,0,0,13,0.0769230769230769,0.277350098112615,13,63.5,8.30662386291807,20,51.95,21.2515634099805,20,0,0,13,61.4,19.1981358744184,20,62.77778,10.9787452517787,20,48.2,15.7199169677732,20,57.35,16.345850914078,20,NA,NA,NA,57.7,16.5850281246291,20,0.923076923076923,0.277350098112615,13
"WF28.WF29",32.7058823529412,6.72462550892569,17,50.8235294117647,22.7465252679328,17,0,0,11,36.5294117647059,23.9586040052911,17,0,0,11,60.5882352941176,15.9454492862753,17,0,0,17,0.0588235294117647,0.242535625036333,17,0.529411764705882,0.514495755427527,17,0.352941176470588,0.492592183071889,17,0.0588235294117647,0.242535625036333,17,62.3529411764706,13.124124620668,17,58,26.2106848441623,17,56.6470588235294,19.934082548711,17,66.2352941176471,13.6863500054101,17,36.0588235294118,21.0815991691667,17,49.2352941176471,22.0809007169225,17,17.3529411764706,2.44798836983012,17,47.1764705882353,26.559450516995,17,59.1764705882353,15.1914256001438,17,57.6470588235294,18.7381334998666,17,79117.6470588235,42287.531189674,17,0,0,11,52.2875811764706,22.140374426341,17,0,0,11,0,0,11,61.4705882352941,12.699004129551,17,48.8235294117647,24.2312692974327,17,0.0909090909090909,0.301511344577764,11,62.2941176470588,25.0892524447281,17,64.7058847058824,18.523964605502,17,52.6470588235294,22.1668140935684,17,50.2941176470588,21.0528047593496,17,NA,NA,NA,47.5294117647059,22.6994428540075,17,0.909090909090909,0.301511344577764,11
"WF28.WF62",35.1875,6.31631485387907,16,52.6875,18.1134158383595,16,0,0,10,21.25,16.6393108831666,16,0,0,10,48.25,19.2024304017313,16,0.125,0.341565025531987,16,0.5,0.516397779494322,16,0.375,0.5,16,0,0,16,0,0,16,46.5,20.9252638374446,16,57.875,21.4596520630384,16,60.0625,17.646411344331,16,44.75,21.6410104508392,16,51.375,25.4947707056434,16,51.125,24.3115199031241,16,14.3125,2.21265300789196,16,44.25,19.18158839443,16,53.6875,20.1485111112459,16,56.9375,19.3682515128926,16,41875,17017.1482138851,16,0,0,10,43.055555,21.4207333891735,16,0,0,10,0,0,10,36.9375,17.5517093184681,16,45.4375,17.7875190325501,16,0,0,10,52.25,22.7727907819837,16,38.194443125,17.1983121629757,16,46.0625,21.3805791939009,16,53.75,21.8860686282393,16,NA,NA,NA,51.5625,17.4660384747086,16,1,0,10
"WF28.WF70",28.5882352941176,3.90606617214513,17,47.4705882352941,16.3061247966018,17,0,0,14,43.5882352941176,18.1247718038373,17,0,0,14,55,16.7928556237467,17,0,0,17,0.176470588235294,0.392952623996688,17,0.647058823529412,0.492592183071889,17,0.117647058823529,0.332105582077536,17,0.0588235294117647,0.242535625036333,17,59.8235294117647,12.2639476419588,17,48.9411764705882,18.4846915995213,17,52.6470588235294,16.2555420413723,17,61.4705882352941,11.9641007134825,17,40.4117647058824,16.3173941835446,17,48.6470588235294,19.9904388911005,17,16.2352941176471,1.64048056086875,17,54.5,13.3016289729241,16,66.1764705882353,9.8058355974749,17,62.9411764705882,11.8187911196286,17,64411.7647058823,30714.5299970743,17,0,0,14,60.1307194117647,18.0272550605512,17,0,0,14,0,0,14,55.0588235294118,17.8482162562373,17,49.3529411764706,16.4504603904822,17,0,0,14,52.1764705882353,15.8123183551529,17,50.3267970588235,12.4954633888222,17,52.8235294117647,16.7191331044617,17,60.9375,12.9433058631351,16,NA,NA,NA,60.2352941176471,13.3019237883318,17,1,0,14
"WF29",29.2375,4.60666481952982,80,47.0476190476191,22.8155126843036,21,0.238095238095238,0.436435780471985,21,60.0952380952381,21.3047054941033,21,0,0,21,51.9523809523809,23.0032088858841,21,0,0,21,0.0952380952380952,0.300792603759119,21,0.428571428571429,0.50709255283711,21,0.380952380952381,0.497613351528119,21,0.0952380952380952,0.300792603759119,21,70.8571428571429,15.4378940088527,21,46.3333333333333,25.9486672747048,21,52.3333333333333,22.5971974663526,21,71.1904761904762,19.1510288173222,21,29.8095238095238,20.4269896157487,21,52.0952380952381,23.4454788006233,21,17.4761904761905,2.33707183499026,21,47.7619047619048,21.7161340065509,21,68.3333333333333,20.3821817608747,21,63.2857142857143,20.2463400572618,21,70063.3717948718,33656.9606104785,78,0.333333333333333,0.483045891539648,21,56.666668,18.6969977610354,20,0.0476190476190476,0.218217890235992,21,0,0,21,63,19.9273681152329,21,53.2857142857143,25.8865657381254,21,0.0952380952380952,0.300792603759119,21,64.4761904761905,19.5974974106875,21,64.0211666666667,13.5650075858959,21,48.1428571428571,21.1525074501481,21,46.2380952380952,20.6395367242212,21,NA,NA,NA,49.3809523809524,17.9512567539885,21,0.714285714285714,0.462910049886276,21
"WF29.BF11",32.75,6.38151112280832,20,51.2,19.5572035456585,20,0,0,9,49.9,24.4796370802132,20,0,0,9,51.5,15.010522624935,20,0,0,20,0.5,0.512989176042577,20,0.4,0.502624689950035,20,0.1,0.307793505625546,20,0,0,20,62.9,12.98946941909,20,51.9,19.4040147771971,20,54.35,18.2447541126642,20,57.65,17.9891048898171,20,45,18.9514615461933,20,60.85,18.2793383503429,20,14.7,3.65772434286963,20,56.5,16.5163395970236,20,67.65,16.0861987266627,20,61.25,16.1664858011225,20,59500,23277.5021267996,20,0.555555555555556,0.52704627669473,9,52.2222235,22.5415669727163,20,0,0,9,0.222222222222222,0.440958551844098,9,47.45,17.7866744916998,20,53.45,19.0607753749615,20,0,0,9,45.8,16.3919107135839,20,46.666666,18.2396176205035,20,45.95,17.7184857378419,20,61.65,13.8878022966767,20,NA,NA,NA,60,17.7941445129393,20,0.444444444444444,0.52704627669473,9
"WF29.BF49",29.1764705882353,4.85071250072666,17,48.2941176470588,15.2428864797746,17,0.352941176470588,0.492592183071889,17,57.9411764705882,18.2121888725494,17,0.0588235294117647,0.242535625036333,17,52.0588235294118,13.9080488757198,17,0,0,17,0,0,17,0.470588235294118,0.514495755427527,17,0.470588235294118,0.514495755427527,17,0.0588235294117647,0.242535625036333,17,59.2941176470588,16.4383876409852,17,33.9411764705882,20.2468225539074,17,63.2352941176471,14.148893118212,17,63.5294117647059,20.221021385735,17,37.4117647058824,18.0383578227392,17,59.4117647058824,19.0232056431396,17,17.2352941176471,2.30568351483638,17,54.4705882352941,16.1172176842764,17,63.7058823529412,11.8836268973447,17,52.7058823529412,16.5369461580817,17,87352.9411764706,45349.946494553,17,0.235294117647059,0.437237316097603,17,64.05229,20.2337468440014,17,0,0,17,0.117647058823529,0.332105582077536,17,63.5294117647059,13.3609395583676,17,53.0588235294118,14.3634544427659,17,0.176470588235294,0.392952623996688,17,47.7058823529412,20.6541905732298,17,62.7451,14.6677077857606,17,40.4117647058824,19.8590622372049,17,47.1764705882353,10.6784554952814,17,NA,NA,NA,43.5882352941176,14.5475892484348,17,0.647058823529412,0.492592183071889,17
